Week	Region	Plant	Area	Brand	Type	Opening Stock (Pac)	End Stock (Pac)	FC (Pac)	SP (Pac)	SV (Pac)	Opening Stock (TH Stick)	End Stock (TH Stick)	FC (TH Stick)	SP (TH Stick)	SV (TH Stick)
3	JV4	ZD7J	Sukorejo	MSE16	HMS	2690	8090	3507.317329	3888.145065	1861	43.04	129.44	56.11707726	62.21032105	29.776
3	JV4	ZD7J	Sukorejo	MSU16	HMS	0	0	82.73872437	0	0	0	0	1.32381959	0	0
3	JV4	ZD7J	Sukorejo	MTB16	HMS	8070	18870	7886.015479	7876.900398	5792	129.12	301.92	126.1762477	126.0304064	92.672
3	JV4	ZD7J	Sukorejo	MTR12	HMS	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	MTR16	HMS	2070	2070	1639.645811	3593.907672	1330	33.12	33.12	26.23433297	57.50252275	21.28
3	JV4	ZD7J	Sukorejo	NAT20	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	OEM10	BV1	1200	1200	30.55232242	39.72168935	0	12	12	0.305523224	0.397216894	0
3	JV4	ZD7J	Sukorejo	OES12	BV1	800	800	98.31069415	95.70355561	0	9.6	9.6	1.17972833	1.148442667	0
3	JV4	ZD7J	Sukorejo	SAH12	HMS	66650	95650	38741.78809	41242.5069	57272	799.8	1147.8	464.9014571	494.9100828	687.264
3	JV4	ZD7J	Sukorejo	SAI12	HMS	71510	226710	103480.173	89755.88445	144122	858.12	2720.52	1241.762076	1077.070613	1729.464
3	JV4	ZD7J	Sukorejo	SLE12	HMS	114610	200610	90111.29684	70189.5726	81400	1375.32	2407.32	1081.335562	842.2748712	976.8
3	JV4	ZD7J	Sukorejo	SLT12	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	TTL16	BV1	600	600	185.0305751	420.014891	0	9.6	9.6	2.960489202	6.720238256	0
3	JV4	ZD7J	Sukorejo	TWG16	BV1	1680	1680	177.5073459	638.2155555	0	26.88	26.88	2.840117534	10.21144889	0
3	JV4	ZD7J	Sukorejo	TWR12	BV1	140	140	1350.258837	2987.932137	0	1.68	1.68	16.20310605	35.85518564	0
3	JV4	ZD7J	Sukorejo	TWR16	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	TWY16	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	UTG12	BV1	3270	3270	1246.435633	953.9243335	0	39.24	39.24	14.9572276	11.447092	0
3	JV4	ZD7J	Sukorejo	MGA16	HMS	1980	1980	553.6038344	1286.968622	0	31.68	31.68	8.85766135	20.59149795	0
3	JV4	ZD7J	Sukorejo	SAL12	HMS	20540	27740	11192.09229	10962.90101	8060	246.48	332.88	134.3051075	131.5548121	96.72
3	JV4	ZD7J	Sukorejo	DLA12	HMS	22500	50500	43144.71047	43144.71047	20010	270	606	517.7365256	517.7365256	240.12
3	JV4	ZD7J	Sukorejo	DTC12	HMS	5000	5000	2090	2090	520	60	60	25.08	25.08	6.24
3	JV4	ZD7J	Sukorejo	MLA16	HMS	4200	12600	5751.801092	4264.732205	10990	67.2	201.6	92.02881747	68.23571529	175.84
3	JV4	ZD7J	Sukorejo	OEB12	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	OEB16	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	OEB20	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	MKT12	HMS	9870	17070	7064.573753	5466.035403	5220	118.44	204.84	84.77488504	65.59242484	62.64
3	JV4	ZD7J	Sukorejo	MVT16	HMS	0	6000	3128.703706	0	0	0	96	50.05925929	0	0
3	JV4	ZD7J	Sukorejo	SLS12	HMS	9080	10680	4126.208426	5492.95096	4020	108.96	128.16	49.51450112	65.91541152	48.24
3	JV4	ZD7J	Sukorejo	VOK12	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	RKT16	BV1	0	0	0	0	0	0	0	0	0	0
3	JV4	ZD7J	Sukorejo	SLA12	HMS	5570	10370	4020.055567	5076.180612	3620	66.84	124.44	48.2406668	60.91416734	43.44
3	JV4	ZD7J	Sukorejo	MCS12	HMS	15150	15150	2138.311492	5102.745091	10240	181.8	181.8	25.65973791	61.23294109	122.88
3	JV4	ZD7J	Sukorejo	MVP16	HMS	3220	5620	5926.133764	1325.791165	1540	51.52	89.92	94.81814022	21.21265864	24.64
3	JV4	ZD7J	Sukorejo	AVT20	HMS	1200	1200	459.2700838	690.76108	1200	24	24	9.185401677	13.8152216	24
3	JV4	ZD7J	Sukorejo	SGO12	HMS	21170	36370	12566.35117	13179.18037	11300	254.04	436.44	150.796214	158.1501644	135.6
3	BNT	ZD8A	Denpasar	ALR12	HMS	115261	115261	16895.88271	8233.233971	2766	1383.132	1383.132	202.7505925	98.79880766	33.192
3	BNT	ZD8A	Denpasar	API12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	API16	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	ARB12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	ARM12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	AUL12	HMS	24	24	17.57894458	202.1847441	5	0.288	0.288	0.210947335	2.42621693	0.06
3	BNT	ZD8A	Denpasar	AUL16	HMS	139	139	59.49802631	1336.496826	111	2.224	2.224	0.951968421	21.38394921	1.776
3	BNT	ZD8A	Denpasar	AVM20	HMS	7039	7039	8862.438042	10113.21282	5983	140.78	140.78	177.2487608	202.2642564	119.66
3	BNT	ZD8A	Denpasar	AVR20	HMS	56596	56596	26602.30378	29242.25126	26465	1131.92	1131.92	532.0460755	584.8450252	529.3
3	BNT	ZD8A	Denpasar	AVT20	HMS	6826	3526	721.1132522	725.8731725	361	136.52	70.52	14.42226504	14.51746345	7.22
3	BNT	ZD8A	Denpasar	BAJ12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	DLA12	HMS	6707	22683	3891.484021	4727.140672	3340	80.484	272.196	46.69780825	56.72568806	40.08
3	BNT	ZD8A	Denpasar	DLE12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	DRE12	HMS	21727	38127	17323.3149	17268.76171	12935	260.724	457.524	207.8797788	207.2251406	155.22
3	BNT	ZD8A	Denpasar	DSB12	HMS	132693	188693	124579.749	140927.949	137308	1592.316	2264.316	1494.956988	1691.135388	1647.696
3	BNT	ZD8A	Denpasar	DSB16	HMS	39334	63334	30653.52902	29468.3163	28356	629.344	1013.344	490.4564643	471.4930608	453.696
3	BNT	ZD8A	Denpasar	DSE12	HMS	2340	2340	1658.862249	1781.438185	1436	28.08	28.08	19.90634699	21.37725822	17.232
3	BNT	ZD8A	Denpasar	DSM12	HMS	49633	83233	39108.80929	42684.77656	36092	595.596	998.796	469.3057114	512.2173188	433.104
3	BNT	ZD8A	Denpasar	DSS12	HMS	151554	212554	78083.99349	116305.8839	88711	1818.648	2550.648	937.0079218	1395.670606	1064.532
3	BNT	ZD8A	Denpasar	DSS16	HMS	19193	43993	17202.60107	17707.32082	9911	307.088	703.888	275.2416172	283.3171331	158.576
3	BNT	ZD8A	Denpasar	DTC12	HMS	21804	21804	2643.129746	2948.343496	3281	261.648	261.648	31.71755695	35.38012195	39.372
3	BNT	ZD8A	Denpasar	GLP16	BV1	235	235	0	1654.911663	274	3.76	3.76	0	26.47858661	4.384
3	BNT	ZD8A	Denpasar	GLY16	BV1	0	0	0	533.8600538	15	0	0	0	8.54176086	0.24
3	BNT	ZD8A	Denpasar	LOK12	BV1	0	0	0	40.96416098	0	0	0	0	0.491569932	0
3	BNT	ZD8A	Denpasar	MBC12	HMS	35080	87880	40909.03725	41509.72251	33390	420.96	1054.56	490.908447	498.1166701	400.68
3	BNT	ZD8A	Denpasar	MBG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	MBL20	HMS	272242	272242	133662.2419	127641.8545	119346	5444.84	5444.84	2673.244837	2552.83709	2386.92
3	BNT	ZD8A	Denpasar	MBR20	HMS	235809	235809	137320.5498	133101.6461	116660	4716.18	4716.18	2746.410996	2662.032923	2333.2
3	BNT	ZD8A	Denpasar	MCO12	HMS	12	12	0	0	2	0.144	0.144	0	0	0.024
3	BNT	ZD8A	Denpasar	MCS12	HMS	1428	95028	39752.03369	34250.4084	67222	17.136	1140.336	477.0244042	411.0049008	806.664
3	BNT	ZD8A	Denpasar	MFB12	HMS	35644	90844	31685.23112	34946.27344	33162	427.728	1090.128	380.2227734	419.3552812	397.944
3	BNT	ZD8A	Denpasar	MFB16	HMS	12906	18906	7137.08052	7524.197326	7017	206.496	302.496	114.1932883	120.3871572	112.272
3	BNT	ZD8A	Denpasar	MFB20	HMS	58359	90859	34724.82809	35368.62858	38088	1167.18	1817.18	694.4965619	707.3725716	761.76
3	BNT	ZD8A	Denpasar	MGA16	HMS	1240	2440	381.2718345	1535.25	30	19.84	39.04	6.100349352	24.564	0.48
3	BNT	ZD8A	Denpasar	MLA16	HMS	8060	8060	3561.081592	4824.5	6640	128.96	128.96	56.97730547	77.192	106.24
3	BNT	ZD8A	Denpasar	MLD12	HMS	86643	144243	61106.57818	67417.74832	65359	1039.716	1730.916	733.2789382	809.0129799	784.308
3	BNT	ZD8A	Denpasar	MLD16	HMS	222282	975282	363637.1887	418842.2273	448686	3556.512	15604.512	5818.195019	6701.475637	7178.976
3	BNT	ZD8A	Denpasar	MLD50	HMS	3713	10113	4676.647902	5941.734896	4568	185.65	505.65	233.8323951	297.0867448	228.4
3	BNT	ZD8A	Denpasar	MLG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	MMG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	MMI20	HMS	89699	89699	44560.99647	46301.63196	37863	1793.98	1793.98	891.2199295	926.0326391	757.26
3	BNT	ZD8A	Denpasar	MRL16	HMS	2317	6717	2225.670939	5739.395126	1651	37.072	107.472	35.61073502	91.83032202	26.416
3	BNT	ZD8A	Denpasar	MSE16	HMS	17973	17973	6919.048286	10087.79828	6475	287.568	287.568	110.7047726	161.4047725	103.6
3	BNT	ZD8A	Denpasar	MSU16	HMS	88	1288	181.8218376	1724.541895	65	1.408	20.608	2.909149401	27.59267032	1.04
3	BNT	ZD8A	Denpasar	MTB16	HMS	21549	214149	68176.3397	69088.23441	59242	344.784	3426.384	1090.821435	1105.411751	947.872
3	BNT	ZD8A	Denpasar	MTR12	HMS	570	1370	0	1162.269638	2	6.84	16.44	0	13.94723565	0.024
3	BNT	ZD8A	Denpasar	MTR16	HMS	59	964	2289.338341	5587.168939	43	0.944	15.424	36.62941345	89.39470303	0.688
3	BNT	ZD8A	Denpasar	MVP16	HMS	4090	7570	1952.004537	2586.5	1140	65.44	121.12	31.23207259	41.384	18.24
3	BNT	ZD8A	Denpasar	MVT16	HMS	7900	9243	2459.256125	4606	3280	126.4	147.888	39.34809799	73.696	52.48
3	BNT	ZD8A	Denpasar	NAT20	BV1	97834	97834	5309.718844	6066.368078	1316	1956.68	1956.68	106.1943769	121.3273616	26.32
3	BNT	ZD8A	Denpasar	SAH12	HMS	36556	68556	23504.03261	28268.57989	22574	438.672	822.672	282.0483914	339.2229587	270.888
3	BNT	ZD8A	Denpasar	SAI12	HMS	4856	220856	114243.2499	144099.0517	191195	58.272	2650.272	1370.918998	1729.18862	2294.34
3	BNT	ZD8A	Denpasar	SAL12	HMS	266	2666	1080.080194	2499.25	1560	3.192	31.992	12.96096233	29.991	18.72
3	BNT	ZD8A	Denpasar	SLA12	HMS	1790	1790	686.3362268	1125	150	21.48	21.48	8.236034721	13.5	1.8
3	BNT	ZD8A	Denpasar	SLE12	HMS	90409	455409	223044.9464	231243.6089	182674	1084.908	5464.908	2676.539357	2774.923307	2192.088
3	BNT	ZD8A	Denpasar	SLS12	HMS	308	600	733.1269392	1432.5	700	3.696	7.2	8.79752327	17.19	8.4
3	BNT	ZD8A	Denpasar	SLT12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	SLT16	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	TEK12	BV1	4931	4931	1114.057169	3571.878208	2032	59.172	59.172	13.36868602	42.8625385	24.384
3	BNT	ZD8A	Denpasar	TWG16	BV1	663	1843	424.810467	1196.980124	520	10.608	29.488	6.796967471	19.15168199	8.32
3	BNT	ZD8A	Denpasar	TWR12	BV1	2382	2382	3413.269496	1802.524533	892	28.584	28.584	40.95923395	21.6302944	10.704
3	BNT	ZD8A	Denpasar	TWR16	BV1	33	33	0	2984.307449	56	0.528	0.528	0	47.74891919	0.896
3	BNT	ZD8A	Denpasar	TWY16	BV1	389	1589	0	3770.014906	458	6.224	25.424	0	60.32023849	7.328
3	BNT	ZD8A	Denpasar	UTG12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8A	Denpasar	VER20	BV1	690	690	1126.034037	1549.390674	418	13.8	13.8	22.52068073	30.98781348	8.36
3	BNT	ZD8A	Denpasar	VGZ16	BV1	2712	21912	22872.51515	16236.0101	16950	43.392	350.592	365.9602424	259.7761617	271.2
3	BNT	ZD8A	Denpasar	VTX16	BV1	85	85	0	1948.034326	7	1.36	1.36	0	31.16854921	0.112
3	BNT	ZD8B	Singaraja	ALR12	HMS	49040	49040	2778.042788	1510.516029	1384	588.48	588.48	33.33651345	18.12619234	16.608
3	BNT	ZD8B	Singaraja	API12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	API16	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	ARB12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	ARM12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	AUL12	HMS	0	0	0	25.56525586	0	0	0	0	0.30678307	0
3	BNT	ZD8B	Singaraja	AUL16	HMS	0	0	27.90663347	103.2531743	0	0	0	0.446506136	1.652050788	0
3	BNT	ZD8B	Singaraja	AVM20	HMS	3067	3067	1106.574944	1302.287179	1138	61.34	61.34	22.13149888	26.04574357	22.76
3	BNT	ZD8B	Singaraja	AVR20	HMS	3799	10399	3604.721302	3517.748739	3463	75.98	207.98	72.09442605	70.35497477	69.26
3	BNT	ZD8B	Singaraja	AVT20	HMS	1127	527	22.93214203	13.12682754	15	22.54	10.54	0.458642841	0.262536551	0.3
3	BNT	ZD8B	Singaraja	BAJ12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	DLA12	HMS	6513	8513	2480.755491	2298.359328	1626	78.156	102.156	29.76906589	27.58031194	19.512
3	BNT	ZD8B	Singaraja	DLE12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	DRE12	HMS	16410	21610	8004.346171	5977.488287	8770	196.92	259.32	96.05215405	71.72985944	105.24
3	BNT	ZD8B	Singaraja	DSB12	HMS	40747	109147	38928.17051	37923.05104	44405	488.964	1309.764	467.1380461	455.0766125	532.86
3	BNT	ZD8B	Singaraja	DSB16	HMS	1369	11929	4065.815027	4987.433701	4440	21.904	190.864	65.05304044	79.79893921	71.04
3	BNT	ZD8B	Singaraja	DSE12	HMS	389	1989	502.6276508	627.311815	644	4.668	23.868	6.03153181	7.52774178	7.728
3	BNT	ZD8B	Singaraja	DSM12	HMS	7734	18134	5936.562792	6075.223435	5459	92.808	217.608	71.23875351	72.90268122	65.508
3	BNT	ZD8B	Singaraja	DSS12	HMS	17360	63360	20558.47505	31954.69946	22759	208.32	760.32	246.7017006	383.4563935	273.108
3	BNT	ZD8B	Singaraja	DSS16	HMS	2160	8560	3177.156148	3098.679183	2040	34.56	136.96	50.83449837	49.57886692	32.64
3	BNT	ZD8B	Singaraja	DTC12	HMS	9132	9132	1040.969697	1261.156504	1504	109.584	109.584	12.49163636	15.13387805	18.048
3	BNT	ZD8B	Singaraja	GLP16	BV1	0	0	0	431.0883369	10	0	0	0	6.89741339	0.16
3	BNT	ZD8B	Singaraja	GLY16	BV1	0	0	0	110.1399462	0	0	0	0	1.76223914	0
3	BNT	ZD8B	Singaraja	LOK12	BV1	0	0	0	43.53583902	0	0	0	0	0.522430068	0
3	BNT	ZD8B	Singaraja	MBC12	HMS	3739	23739	8262.826316	9853.194154	9152	44.868	284.868	99.15391579	118.2383299	109.824
3	BNT	ZD8B	Singaraja	MBG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MBL20	HMS	15084	38084	12644.5321	13441.39551	16144	301.68	761.68	252.8906419	268.8279101	322.88
3	BNT	ZD8B	Singaraja	MBR20	HMS	9698	59198	22105.24326	22353.10387	22465	193.96	1183.96	442.1048653	447.0620774	449.3
3	BNT	ZD8B	Singaraja	MCO12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MCS12	HMS	2955	14155	5142.151629	4609.591602	7897	35.46	169.86	61.70581955	55.31509922	94.764
3	BNT	ZD8B	Singaraja	MFB12	HMS	4195	8995	3159.548884	3420.476564	4243	50.34	107.94	37.9145866	41.04571877	50.916
3	BNT	ZD8B	Singaraja	MFB16	HMS	229	3829	1472.548838	1580.552674	1871	3.664	61.264	23.5607814	25.28884278	29.936
3	BNT	ZD8B	Singaraja	MFB20	HMS	12759	17259	6237.030103	5864.37142	6370	255.18	345.18	124.7406021	117.2874284	127.4
3	BNT	ZD8B	Singaraja	MGA16	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MLA16	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MLD12	HMS	9596	23996	7902.261109	9363.251676	12461	115.152	287.952	94.82713331	112.3590201	149.532
3	BNT	ZD8B	Singaraja	MLD16	HMS	79629	271629	74079.57894	86190.0227	85770	1274.064	4346.064	1185.273263	1379.040363	1372.32
3	BNT	ZD8B	Singaraja	MLD50	HMS	955	1355	701.5400436	1067.515104	1121	47.75	67.75	35.07700218	53.37575519	56.05
3	BNT	ZD8B	Singaraja	MLG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MMG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MMI20	HMS	3486	8486	2915.049591	2659.868043	2361	69.72	169.72	58.30099182	53.19736086	47.22
3	BNT	ZD8B	Singaraja	MRL16	HMS	1597	1597	244.2633057	793.3548739	1154	25.552	25.552	3.908212892	12.69367798	18.464
3	BNT	ZD8B	Singaraja	MSE16	HMS	2457	4857	1706.711081	2927.451721	2690	39.312	77.712	27.3073773	46.83922753	43.04
3	BNT	ZD8B	Singaraja	MSU16	HMS	5	5	15.13152265	92.95810497	5	0.08	0.08	0.242104362	1.48732968	0.08
3	BNT	ZD8B	Singaraja	MTB16	HMS	20552	26552	9592.282788	8752.015586	8012	328.832	424.832	153.4765246	140.0322494	128.192
3	BNT	ZD8B	Singaraja	MTR12	HMS	22	22	0	0.980362179	0	0.264	0.264	0	0.011764346	0
3	BNT	ZD8B	Singaraja	MTR16	HMS	635	635	139.0376225	251.0810605	522	10.16	10.16	2.224601961	4.017296968	8.352
3	BNT	ZD8B	Singaraja	MVP16	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	MVT16	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	NAT20	BV1	24555	24555	926.3965435	1521.881922	77	491.1	491.1	18.52793087	30.43763844	1.54
3	BNT	ZD8B	Singaraja	SAH12	HMS	1676	3676	1259.934925	1758.67011	1730	20.112	44.112	15.1192191	21.10404132	20.76
3	BNT	ZD8B	Singaraja	SAI12	HMS	29844	116244	39263.24401	45525.36501	68868	358.128	1394.928	471.1589281	546.3043801	826.416
3	BNT	ZD8B	Singaraja	SAL12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	SLA12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	SLE12	HMS	30074	206074	79295.15368	93691.05774	74855	360.888	2472.888	951.5418442	1124.292693	898.26
3	BNT	ZD8B	Singaraja	SLS12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	SLT12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	SLT16	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	TEK12	BV1	4884	4884	1092.862188	1637.371792	2657	58.608	58.608	13.11434625	19.6484615	31.884
3	BNT	ZD8B	Singaraja	TWG16	BV1	31	31	70.91707932	189.7698759	67	0.496	0.496	1.134673269	3.036318014	1.072
3	BNT	ZD8B	Singaraja	TWR12	BV1	1035	1035	270.8072087	156.225467	163	12.42	12.42	3.249686505	1.874705604	1.956
3	BNT	ZD8B	Singaraja	TWR16	BV1	0	0	0	268.1925506	80	0	0	0	4.29108081	1.28
3	BNT	ZD8B	Singaraja	TWY16	BV1	0	0	0	288.7350944	0	0	0	0	4.61976151	0
3	BNT	ZD8B	Singaraja	UTG12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8B	Singaraja	VER20	BV1	7	7	558.1683949	358.859326	47	0.14	0.14	11.1633679	7.177186521	0.94
3	BNT	ZD8B	Singaraja	VGZ16	BV1	2440	8840	5070.204205	3738.489896	4470	39.04	141.44	81.12326729	59.81583833	71.52
3	BNT	ZD8B	Singaraja	VTX16	BV1	0	0	0	648.7156744	40	0	0	0	10.37945079	0.64
3	BNT	ZD8C	Mataram	ALR12	HMS	65475	65475	18964.20656	6553.4	10025	785.7	785.7	227.5704787	78.6408	120.3
3	BNT	ZD8C	Mataram	API12	BV1	37	37	0	476.95	30	0.444	0.444	0	5.7234	0.36
3	BNT	ZD8C	Mataram	API16	BV1	374	374	0	344.1	150	5.984	5.984	0	5.5056	2.4
3	BNT	ZD8C	Mataram	ARB12	BV1	17185	17185	4650.472764	5985.8	4660	206.22	206.22	55.80567316	71.8296	55.92
3	BNT	ZD8C	Mataram	ARM12	BV1	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	AUL12	HMS	760	760	182.916045	15	0	9.12	9.12	2.19499254	0.18	0
3	BNT	ZD8C	Mataram	AUL16	HMS	77	77	145.3312446	485.25	10	1.232	1.232	2.325299914	7.764	0.16
3	BNT	ZD8C	Mataram	AVM20	HMS	3148	4348	1358.032608	2603.75	1707	62.96	86.96	27.16065215	52.075	34.14
3	BNT	ZD8C	Mataram	AVR20	HMS	35028	46428	20409.38453	29588.75	11211	700.56	928.56	408.1876906	591.775	224.22
3	BNT	ZD8C	Mataram	AVT20	HMS	3410	2210	516.6424216	527.5	40	68.2	44.2	10.33284843	10.55	0.8
3	BNT	ZD8C	Mataram	BAJ12	BV1	569	569	0	559.75	450	6.828	6.828	0	6.717	5.4
3	BNT	ZD8C	Mataram	DLA12	HMS	14901	42901	12966.19952	7070.75	4327	178.812	514.812	155.5943942	84.849	51.924
3	BNT	ZD8C	Mataram	DLE12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	DRE12	HMS	26740	126340	32593.02201	20575.75	17142	320.88	1516.08	391.1162641	246.909	205.704
3	BNT	ZD8C	Mataram	DSB12	HMS	145802	384602	135589.5668	86310.91667	64114	1749.624	4615.224	1627.074802	1035.731	769.368
3	BNT	ZD8C	Mataram	DSB16	HMS	6043	38683	12880.61942	7433.5	7375	96.688	618.928	206.0899108	118.936	118
3	BNT	ZD8C	Mataram	DSE12	HMS	4932	7332	2369.87901	1538.35	1283	59.184	87.984	28.43854812	18.4602	15.396
3	BNT	ZD8C	Mataram	DSM12	HMS	9774	36974	11947.51804	12628.15	15599	117.288	443.688	143.3702165	151.5378	187.188
3	BNT	ZD8C	Mataram	DSS12	HMS	300999	487999	107777.7805	53610.16667	30289	3611.988	5855.988	1293.333366	643.322	363.468
3	BNT	ZD8C	Mataram	DSS16	HMS	13083	54683	19799.95204	9593	5198	209.328	874.928	316.7992327	153.488	83.168
3	BNT	ZD8C	Mataram	DTC12	HMS	27383	27383	3781.474774	1547.75	5913	328.596	328.596	45.37769729	18.573	70.956
3	BNT	ZD8C	Mataram	GLP16	BV1	1	1	0	525.5	0	0.016	0.016	0	8.408	0
3	BNT	ZD8C	Mataram	GLY16	BV1	0	0	0	282.8	0	0	0	0	4.5248	0
3	BNT	ZD8C	Mataram	LOK12	BV1	0	0	71.54052088	63.25	0	0	0	0.858486251	0.759	0
3	BNT	ZD8C	Mataram	MBC12	HMS	24027	41627	13189.6535	3127.75	2055	288.324	499.524	158.275842	37.533	24.66
3	BNT	ZD8C	Mataram	MBG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	MBL20	HMS	47677	56177	19455.61045	19147.15	8733	953.54	1123.54	389.1122091	382.943	174.66
3	BNT	ZD8C	Mataram	MBR20	HMS	118914	158914	65417.48877	58138.95	35448	2378.28	3178.28	1308.349775	1162.779	708.96
3	BNT	ZD8C	Mataram	MCO12	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	MCS12	HMS	43633	43633	7277.561758	11531.58333	5300	523.596	523.596	87.33074109	138.379	63.6
3	BNT	ZD8C	Mataram	MFB12	HMS	110049	197249	66259.07816	78267.08333	68983	1320.588	2366.988	795.1089379	939.205	827.796
3	BNT	ZD8C	Mataram	MFB16	HMS	5185	36385	14548.00136	15920.5	13218	82.96	582.16	232.7680218	254.728	211.488
3	BNT	ZD8C	Mataram	MFB20	HMS	102053	147053	50383.67452	38851.75	27218	2041.06	2941.06	1007.67349	777.035	544.36
3	BNT	ZD8C	Mataram	MGA16	HMS	1160	1160	201.8416064	475.25	650	18.56	18.56	3.229465703	7.604	10.4
3	BNT	ZD8C	Mataram	MLA16	HMS	0	3600	2601.572145	2671.5	2890	0	57.6	41.62515432	42.744	46.24
3	BNT	ZD8C	Mataram	MLD12	HMS	118831	344431	112075.0168	98486.75	65186	1425.972	4133.172	1344.900201	1181.841	782.232
3	BNT	ZD8C	Mataram	MLD16	HMS	493255	925255	273039.2147	238490.25	206734	7892.08	14804.08	4368.627436	3815.844	3307.744
3	BNT	ZD8C	Mataram	MLD50	HMS	3228	3228	950.5089621	947.75	368	161.4	161.4	47.52544811	47.3875	18.4
3	BNT	ZD8C	Mataram	MLG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	MMG20	HMS	0	0	0	0	0	0	0	0	0	0
3	BNT	ZD8C	Mataram	MMI20	HMS	6799	13299	4706.759392	3401.15	2830	135.98	265.98	94.13518784	68.023	56.6
3	BNT	ZD8C	Mataram	MRL16	HMS	2394	2394	1259.989737	2015.2	928	38.304	38.304	20.1598358	32.2432	14.848
3	BNT	ZD8C	Mataram	MSE16	HMS	4582	11782	5702.058219	5011.85	8416	73.312	188.512	91.23293151	80.1896	134.656
3	BNT	ZD8C	Mataram	MSU16	HMS	272	272	57.54241008	591.85	111	4.352	4.352	0.920678561	9.4696	1.776
3	BNT	ZD8C	Mataram	MTB16	HMS	15159	19959	7155.00239	6860.75	3203	242.544	319.344	114.4800382	109.772	51.248
3	BNT	ZD8C	Mataram	MTR12	HMS	0	0	0	494.5	0	0	0	0	5.934	0
3	BNT	ZD8C	Mataram	MTR16	HMS	2092	2092	1643.788696	1915.5	667	33.472	33.472	26.30061914	30.648	10.672
